commit_hash,date,author,file_path,lines_added,lines_deleted,churn,is_bug_fix,commit_message
4cb6eea,2011-08-26T11:21:26+01:00,Armin Ronacher,flask/testsuite/test_apps/config_module_app.py,4,0,4,1,Split up testsuite and moved it to flask.testsuite.  This fixes #246
4cb6eea,2011-08-26T11:21:26+01:00,Armin Ronacher,flask/testsuite/test_apps/config_package_app/__init__.py,4,0,4,1,Split up testsuite and moved it to flask.testsuite.  This fixes #246
4cb6eea,2011-08-26T11:21:26+01:00,Armin Ronacher,flask/testsuite/test_apps/moduleapp/__init__.py,0,0,0,1,Split up testsuite and moved it to flask.testsuite.  This fixes #246
4cb6eea,2011-08-26T11:21:26+01:00,Armin Ronacher,flask/testsuite/test_apps/moduleapp/apps/__init__.py,0,0,0,1,Split up testsuite and moved it to flask.testsuite.  This fixes #246
4cb6eea,2011-08-26T11:21:26+01:00,Armin Ronacher,flask/testsuite/test_apps/moduleapp/apps/admin/__init__.py,0,0,0,1,Split up testsuite and moved it to flask.testsuite.  This fixes #246
4cb6eea,2011-08-26T11:21:26+01:00,Armin Ronacher,flask/testsuite/test_apps/moduleapp/apps/frontend/__init__.py,0,0,0,1,Split up testsuite and moved it to flask.testsuite.  This fixes #246
4cb6eea,2011-08-26T11:21:26+01:00,Armin Ronacher,flask/testsuite/test_apps/subdomaintestmodule/__init__.py,0,0,0,1,Split up testsuite and moved it to flask.testsuite.  This fixes #246
4cb6eea,2011-08-26T11:21:26+01:00,Armin Ronacher,flask/testsuite/testing.py,121,0,121,1,Split up testsuite and moved it to flask.testsuite.  This fixes #246
4cb6eea,2011-08-26T11:21:26+01:00,Armin Ronacher,flask/testsuite/views.py,117,0,117,1,Split up testsuite and moved it to flask.testsuite.  This fixes #246
4cb6eea,2011-08-26T11:21:26+01:00,Armin Ronacher,scripts/flaskext_test.py,0,0,0,1,Split up testsuite and moved it to flask.testsuite.  This fixes #246
4cb6eea,2011-08-26T11:21:26+01:00,Armin Ronacher,setup.py,1,7,8,1,Split up testsuite and moved it to flask.testsuite.  This fixes #246
4cb6eea,2011-08-26T11:21:26+01:00,Armin Ronacher,tests/flask_tests.py,0,2329,2329,1,Split up testsuite and moved it to flask.testsuite.  This fixes #246
ef0f626,2011-08-25T22:09:48+01:00,Armin Ronacher,flask/views.py,35,0,35,0,Added flask.views.View.decorators to automatically decorate class based views.
ef0f626,2011-08-25T22:09:48+01:00,Armin Ronacher,tests/flask_tests.py,21,0,21,0,Added flask.views.View.decorators to automatically decorate class based views.
8340d3c,2011-08-25T21:49:50+01:00,Armin Ronacher,flask/helpers.py,7,0,7,0,Updated docstring on make_response
d3ca551,2011-08-25T20:56:43+01:00,Armin Ronacher,examples/flaskr/flaskr.py,2,1,3,0,Updated the docs and examples to non-failing teardown handlers
d3ca551,2011-08-25T20:56:43+01:00,Armin Ronacher,examples/minitwit/minitwit.py,2,1,3,0,Updated the docs and examples to non-failing teardown handlers
485a6c3,2011-08-25T20:49:53+01:00,Armin Ronacher,tests/flask_tests.py,30,30,60,0,Moved testcase for test client context binding to the TestToolsTestCase
8dbd71e,2011-08-25T20:48:38+01:00,Armin Ronacher,tests/flask_tests.py,13,0,13,0,Added a testcase where SERVER_NAME and APPLICATION_ROOT are not set
e853a0f,2011-08-25T20:47:50+01:00,Armin Ronacher,flask/app.py,7,14,21,0,The test client and test_request_context are now both using the same logic internally for creating t
e853a0f,2011-08-25T20:47:50+01:00,Armin Ronacher,flask/testing.py,12,14,26,0,The test client and test_request_context are now both using the same logic internally for creating t
e853a0f,2011-08-25T20:47:50+01:00,Armin Ronacher,tests/flask_tests.py,15,0,15,0,The test client and test_request_context are now both using the same logic internally for creating t
03a71e0,2011-08-25T17:26:57+01:00,Pedro Algarvio,flask/blueprints.py,2,0,2,0,Deny dot's in blueprint endpoints. Add tests for that too.
03a71e0,2011-08-25T17:26:57+01:00,Pedro Algarvio,tests/flask_tests.py,51,0,51,0,Deny dot's in blueprint endpoints. Add tests for that too.
311ac0f,2011-08-25T15:33:03+01:00,Armin Ronacher,flask/testing.py,2,0,2,0,Ensure that nobody can nest test client invocations
f051939,2011-08-25T15:24:10+01:00,Armin Ronacher,tests/flask_tests.py,25,17,42,1,"Test that we're not leaking a request context in the testsuite, fixed a leak"
001a512,2011-08-25T15:20:40+01:00,Armin Ronacher,tests/flask_tests.py,19,15,34,0,Refactored tests to use a different subclass
a5da2c9,2011-08-25T15:18:39+01:00,Armin Ronacher,flask/app.py,2,0,2,0,Implemented flask.testing.TestClient.session_transaction for quick session modifications in test env
a5da2c9,2011-08-25T15:18:39+01:00,Armin Ronacher,flask/testing.py,54,4,58,0,Implemented flask.testing.TestClient.session_transaction for quick session modifications in test env
a5da2c9,2011-08-25T15:18:39+01:00,Armin Ronacher,tests/flask_tests.py,45,0,45,0,Implemented flask.testing.TestClient.session_transaction for quick session modifications in test env
c844d02,2011-08-25T12:13:55+01:00,Armin Ronacher,flask/app.py,1,0,1,0,Added the APPLICATION_ROOT configuration variable which is used by session backends.
c844d02,2011-08-25T12:13:55+01:00,Armin Ronacher,flask/sessions.py,10,2,12,0,Added the APPLICATION_ROOT configuration variable which is used by session backends.
c844d02,2011-08-25T12:13:55+01:00,Armin Ronacher,tests/flask_tests.py,22,0,22,0,Added the APPLICATION_ROOT configuration variable which is used by session backends.
04e87a9,2011-08-25T12:01:41+01:00,Pedro Algarvio,flask/app.py,3,0,3,0,Add endpoint parameter documentation to the route decorator.
68ec5a3,2011-08-25T11:46:05+01:00,Pedro Algarvio,flask/app.py,2,1,3,0,Allow passing the endpoint to the route decorators on Flask's `application` and `blueprints`.
68ec5a3,2011-08-25T11:46:05+01:00,Pedro Algarvio,flask/blueprints.py,2,1,3,0,Allow passing the endpoint to the route decorators on Flask's `application` and `blueprints`.
68ec5a3,2011-08-25T11:46:05+01:00,Pedro Algarvio,tests/flask_tests.py,60,0,60,0,Allow passing the endpoint to the route decorators on Flask's `application` and `blueprints`.
45d963d,2011-08-10T23:50:43+02:00,Armin Ronacher,flask/app.py,1,1,2,0,The session interface is new in 0.8 not 0.7
eb9a14e,2011-08-10T23:40:53+02:00,Armin Ronacher,tests/flask_tests.py,9,7,16,0,Split up a test into two
1d6f86b,2011-08-10T23:25:33+02:00,Armin Ronacher,flask/helpers.py,10,4,14,0,Updated docstring
c3844d1,2011-08-10T23:21:43+02:00,Armin Ronacher,flask/helpers.py,7,3,10,0,Rename _get_package_path to get_root_path to avoid confusion
b3aaf6d,2011-08-10T23:19:33+02:00,Armin Ronacher,flask/app.py,5,29,34,0,Refactored package finding
b3aaf6d,2011-08-10T23:19:33+02:00,Armin Ronacher,flask/helpers.py,37,0,37,0,Refactored package finding
b3aaf6d,2011-08-10T23:19:33+02:00,Armin Ronacher,tests/flask_tests.py,4,4,8,0,Refactored package finding
fb1a673,2011-08-10T18:00:16+02:00,Armin Ronacher,flask/app.py,5,1,6,0,Leave eggs when finding the instance path
fb1a673,2011-08-10T18:00:16+02:00,Armin Ronacher,tests/flask_tests.py,17,0,17,0,Leave eggs when finding the instance path
74f4af5,2011-08-10T17:51:49+02:00,Armin Ronacher,flask/app.py,2,0,2,0,Added comments for two branches in the instance detection
e328eba,2011-08-10T17:51:24+02:00,Armin Ronacher,flask/app.py,2,0,2,1,Corrected prefix detection
e328eba,2011-08-10T17:51:24+02:00,Armin Ronacher,tests/flask_tests.py,3,3,6,1,Corrected prefix detection
175d43b,2011-08-10T17:46:20+02:00,Armin Ronacher,flask/app.py,35,6,41,0,Instance paths are now moved into virtualenv/share/appname-instance if installed
175d43b,2011-08-10T17:46:20+02:00,Armin Ronacher,flask/helpers.py,2,2,4,0,Instance paths are now moved into virtualenv/share/appname-instance if installed
175d43b,2011-08-10T17:46:20+02:00,Armin Ronacher,tests/flask_tests.py,56,1,57,0,Instance paths are now moved into virtualenv/share/appname-instance if installed
187cb80,2011-08-10T13:55:57+02:00,Armin Ronacher,flask/app.py,11,0,11,0,Documented instance root
187cb80,2011-08-10T13:55:57+02:00,Armin Ronacher,flask/helpers.py,4,2,6,0,Documented instance root
153ecbc,2011-08-10T13:34:58+02:00,Armin Ronacher,flask/app.py,71,8,79,0,Implemented instance paths
153ecbc,2011-08-10T13:34:58+02:00,Armin Ronacher,tests/flask_tests.py,18,0,18,0,Implemented instance paths
6387661,2011-08-09T16:16:04+02:00,Armin Ronacher,flask/wrappers.py,3,1,4,1,Removed second mention of json.  This fixes #290
6847329,2011-08-09T14:51:06+02:00,Armin Ronacher,flask/app.py,18,2,20,1,Flask will now give you an error in debug mode if a post request caused a redirect by the routing sy
6847329,2011-08-09T14:51:06+02:00,Armin Ronacher,flask/debughelpers.py,26,0,26,1,Flask will now give you an error in debug mode if a post request caused a redirect by the routing sy
6847329,2011-08-09T14:51:06+02:00,Armin Ronacher,tests/flask_tests.py,24,0,24,1,Flask will now give you an error in debug mode if a post request caused a redirect by the routing sy
ce70131,2011-08-08T21:47:26+02:00,Armin Ronacher,flask/wrappers.py,16,3,19,1,If JSON parsing fails it now issues a BadRequest exception.
ce70131,2011-08-08T21:47:26+02:00,Armin Ronacher,tests/flask_tests.py,9,0,9,1,If JSON parsing fails it now issues a BadRequest exception.
acac64e,2011-08-08T21:46:53+02:00,Armin Ronacher,flask/app.py,4,4,8,1,Don't only catch BadRequest key errors but all bad request errors.
acac64e,2011-08-08T21:46:53+02:00,Armin Ronacher,tests/flask_tests.py,1,1,2,1,Don't only catch BadRequest key errors but all bad request errors.
505cd66,2011-08-08T01:26:39+02:00,Armin Ronacher,scripts/make-release.py,3,2,5,1,Hopefully fixed release script date parsing thingy.  This fixes #299
ae00f6d,2011-08-07T14:15:33+02:00,Armin Ronacher,docs/conf.py,3,1,4,0,Tweaked autodoc to skip :internal: methods.
ae00f6d,2011-08-07T14:15:33+02:00,Armin Ronacher,docs/flaskdocext.py,16,0,16,0,Tweaked autodoc to skip :internal: methods.
ae00f6d,2011-08-07T14:15:33+02:00,Armin Ronacher,flask/app.py,2,2,4,0,Tweaked autodoc to skip :internal: methods.
02a1317,2011-08-07T12:43:38+02:00,Armin Ronacher,flask/app.py,50,2,52,0,Added the ability to trigger functions before the first request to the application
02a1317,2011-08-07T12:43:38+02:00,Armin Ronacher,flask/blueprints.py,7,0,7,0,Added the ability to trigger functions before the first request to the application
02a1317,2011-08-07T12:43:38+02:00,Armin Ronacher,tests/flask_tests.py,15,0,15,0,Added the ability to trigger functions before the first request to the application
5500986,2011-08-07T02:30:34+02:00,Armin Ronacher,flask/app.py,35,0,35,1,Flask in debug mode will now complain if views are attached after the first view was handled.
5500986,2011-08-07T02:30:34+02:00,Armin Ronacher,tests/flask_tests.py,22,0,22,1,Flask in debug mode will now complain if views are attached after the first view was handled.
ac99cd3,2011-08-05T21:54:12+02:00,Armin Ronacher,flask/debughelpers.py,1,1,2,0,Better internal method name
ac99cd3,2011-08-05T21:54:12+02:00,Armin Ronacher,flask/wrappers.py,2,2,4,0,Better internal method name
f3db68c,2011-08-05T16:56:43+02:00,Armin Ronacher,flask/debughelpers.py,1,1,2,1,Added testcase for the debug behavior and explicit encoding
f3db68c,2011-08-05T16:56:43+02:00,Armin Ronacher,tests/flask_tests.py,20,0,20,1,Added testcase for the debug behavior and explicit encoding
3400b78,2011-08-05T16:51:45+02:00,Armin Ronacher,flask/wrappers.py,1,1,2,1,Only provide that monkeypatch if all files are missing
23c1dd8,2011-08-05T16:50:02+02:00,Armin Ronacher,flask/debughelpers.py,2,2,4,0,Wording fail
17a836d,2011-08-05T16:47:12+02:00,Armin Ronacher,flask/debughelpers.py,5,5,10,0,Better wording
2e022cb,2011-08-05T16:43:42+02:00,Armin Ronacher,flask/debughelpers.py,52,0,52,1,Added debughelpers.  Flask will now tell you if you forget enctype
2e022cb,2011-08-05T16:43:42+02:00,Armin Ronacher,flask/wrappers.py,11,0,11,1,Added debughelpers.  Flask will now tell you if you forget enctype
a69b437,2011-08-05T12:40:44+02:00,Armin Ronacher,flask/wrappers.py,2,5,7,0,Cleanup for the json property
afe5d3c,2011-08-05T12:37:57+02:00,Armin Ronacher,flask/app.py,2,0,2,0,Added a missing versionadded
7155f11,2011-08-05T12:35:41+02:00,Armin Ronacher,flask/app.py,29,7,36,1,Added HTTP exception trapping.  This should fix #294
7155f11,2011-08-05T12:35:41+02:00,Armin Ronacher,tests/flask_tests.py,35,1,36,1,Added HTTP exception trapping.  This should fix #294
fafcc02,2011-08-04T16:44:42+02:00,Armin Ronacher,tests/flask_tests.py,12,0,12,1,Added a testcase for 404 errors caused by the routing system
eba2f70,2011-07-30T02:11:30+02:00,Armin Ronacher,flask/wrappers.py,4,0,4,0,Clarified a sentence that no longer made sense with the new docs on request objects.
d5cfcfe,2011-07-23T11:13:30-07:00,Simon Sapin,flask/app.py,4,3,7,1,Intersphinx link fixes.
290925e,2011-07-19T16:42:11-05:00,Dan Callahan,flask/helpers.py,1,1,2,1,Minor documentation typo / grammar fixes
343e678,2011-07-18T23:06:15+02:00,Armin Ronacher,flask/app.py,1,1,2,1,Fixed a typo in a docstring
c9a2ad2,2011-07-16T01:16:29+02:00,Armin Ronacher,flask/templating.py,3,1,4,1,Fixed a bug in list_templates
c9a2ad2,2011-07-16T01:16:29+02:00,Armin Ronacher,tests/blueprintapp/__init__.py,2,2,4,1,Fixed a bug in list_templates
c9a2ad2,2011-07-16T01:16:29+02:00,Armin Ronacher,tests/blueprintapp/apps/admin/__init__.py,3,1,4,1,Fixed a bug in list_templates
c9a2ad2,2011-07-16T01:16:29+02:00,Armin Ronacher,tests/blueprintapp/apps/frontend/__init__.py,1,1,2,1,Fixed a bug in list_templates
c9a2ad2,2011-07-16T01:16:29+02:00,Armin Ronacher,tests/flask_tests.py,6,0,6,1,Fixed a bug in list_templates
2866ccd,2011-07-15T18:03:48+02:00,Armin Ronacher,flask/__init__.py,2,1,3,0,Switch to explicit Werkzeug imports
2866ccd,2011-07-15T18:03:48+02:00,Armin Ronacher,flask/app.py,3,3,6,0,Switch to explicit Werkzeug imports
2866ccd,2011-07-15T18:03:48+02:00,Armin Ronacher,flask/config.py,1,1,2,0,Switch to explicit Werkzeug imports
2866ccd,2011-07-15T18:03:48+02:00,Armin Ronacher,flask/globals.py,1,1,2,0,Switch to explicit Werkzeug imports
2866ccd,2011-07-15T18:03:48+02:00,Armin Ronacher,flask/helpers.py,7,1,8,0,Switch to explicit Werkzeug imports
2866ccd,2011-07-15T18:03:48+02:00,Armin Ronacher,flask/testing.py,1,1,2,0,Switch to explicit Werkzeug imports
2866ccd,2011-07-15T18:03:48+02:00,Armin Ronacher,flask/wrappers.py,2,2,4,0,Switch to explicit Werkzeug imports
76796c3,2011-07-14T14:25:14+02:00,Armin Ronacher,flask/app.py,4,0,4,0,Documented view function options
3b31df8,2011-07-14T14:18:42+02:00,Armin Ronacher,flask/app.py,13,4,17,1,View functions can opt out of the default OPTIONS implementation
3b31df8,2011-07-14T14:18:42+02:00,Armin Ronacher,tests/flask_tests.py,17,0,17,1,View functions can opt out of the default OPTIONS implementation
9d899cd,2011-07-13T14:04:23+02:00,Armin Ronacher,flask/app.py,1,1,2,1,Fixed a typo.  This closes #278
7dcf6cb,2011-07-12T21:51:53+02:00,Michał Bartoszkiewicz,flask/ctx.py,0,1,1,0,Don't use deprecated flask.session in flask.ctx.
fd67963,2011-07-11T15:25:37-07:00,Jesse Dubay,flask/app.py,1,1,2,1,typo fix: flask -> flag
ebb65b8,2011-07-10T13:33:52+02:00,Armin Ronacher,flask/app.py,1,1,2,0,Removed an unnecessary import.
d90b1f1,2011-07-08T19:21:50+02:00,Armin Ronacher,flask/sessions.py,6,7,13,0,"Backout last change, save_cookie by itself does that"
585bf02,2011-07-08T19:20:40+02:00,Armin Ronacher,flask/sessions.py,7,6,13,0,Better session logic.
deb513c,2011-07-08T14:38:49+02:00,Armin Ronacher,flask/sessions.py,1,1,2,0,"The session interface is new in 0.8, not 0.7"
f29ec35,2011-07-07T13:14:15+02:00,Armin Ronacher,flask/__init__.py,3,0,3,0,Backwards compatibility import
10f8dc1,2011-07-07T13:11:32+02:00,Armin Ronacher,flask/sessions.py,3,1,4,0,More doc updates
7290981,2011-07-07T12:31:57+02:00,Armin Ronacher,flask/sessions.py,7,0,7,0,More docstrings for the session mixin
10c99e9,2011-07-07T12:25:25+02:00,Armin Ronacher,flask/sessions.py,168,0,168,0,Added missing sessions module
0fccfe7,2011-07-07T11:27:22+02:00,Armin Ronacher,flask/__init__.py,0,1,1,0,Refactored session interface
0fccfe7,2011-07-07T11:27:22+02:00,Armin Ronacher,flask/app.py,22,16,38,0,Refactored session interface
0fccfe7,2011-07-07T11:27:22+02:00,Armin Ronacher,flask/ctx.py,1,1,2,0,Refactored session interface
0fccfe7,2011-07-07T11:27:22+02:00,Armin Ronacher,flask/session.py,7,31,38,0,Refactored session interface
515e946,2011-07-06T10:21:23+02:00,Armin Ronacher,flask/__init__.py,1,1,2,0,master is 0.8-dev
515e946,2011-07-06T10:21:23+02:00,Armin Ronacher,setup.py,1,1,2,0,master is 0.8-dev
bd473c1,2011-07-06T10:16:56+02:00,Armin Ronacher,flask/blueprints.py,2,2,4,1,Fixed an issue that broke url processors for blueprints.  Added testcases
bd473c1,2011-07-06T10:16:56+02:00,Armin Ronacher,tests/flask_tests.py,58,0,58,1,Fixed an issue that broke url processors for blueprints.  Added testcases
1537266,2011-07-01T00:56:06+02:00,Armin Ronacher,flask/templating.py,0,2,2,0,Removed leftover from no longer supported blueprint template loading code.
7e1ebae,2011-06-29T18:37:13+02:00,Armin Ronacher,scripts/make-release.py,2,2,4,1,"Another fix for the script

Signed-off-by: Armin Ronacher <armin.ronacher@active-4.com>"
21d4a05,2011-06-29T18:35:16+02:00,Armin Ronacher,scripts/make-release.py,1,1,2,1,"Fixed a bug in the release script

Signed-off-by: Armin Ronacher <armin.ronacher@active-4.com>"
510823c,2011-06-29T18:31:56+02:00,Armin Ronacher,flask/__init__.py,1,1,2,0,Bumped version number for this branch to 0.7.1
510823c,2011-06-29T18:31:56+02:00,Armin Ronacher,setup.py,1,1,2,0,Bumped version number for this branch to 0.7.1
a101cfc,2011-06-29T18:31:48+02:00,Armin Ronacher,flask/app.py,6,0,6,1,Worked around a werkzeug bug with redirects
a101cfc,2011-06-29T18:31:48+02:00,Armin Ronacher,tests/flask_tests.py,15,0,15,1,Worked around a werkzeug bug with redirects
57d9a2a,2011-06-28T12:00:06-04:00,Ron DuPlain,flask/helpers.py,2,0,2,0,"Import with statement in helpers.py, #264."
5afeac0,2011-06-28T16:06:51+02:00,Armin Ronacher,scripts/make-release.py,1,1,2,1,Fixed release script :(
b64fa73,2011-06-28T14:37:02+02:00,Armin Ronacher,flask/__init__.py,1,1,2,0,HEAD is 0.8-dev
b64fa73,2011-06-28T14:37:02+02:00,Armin Ronacher,setup.py,1,1,2,0,HEAD is 0.8-dev
fb1482d,2011-06-28T14:36:52+02:00,Armin Ronacher,flask/__init__.py,1,1,2,0,Bump version number to 0.7
fb1482d,2011-06-28T14:36:52+02:00,Armin Ronacher,setup.py,1,1,2,0,Bump version number to 0.7
b36d7b3,2011-06-28T14:24:54+02:00,Armin Ronacher,tests/flask_tests.py,41,0,41,0,Added class based view documentation
775caf7,2011-06-28T14:24:37+02:00,Armin Ronacher,flask/views.py,15,5,20,0,Improved cbv and added tests
dcf2198,2011-06-28T12:45:49+02:00,Armin Ronacher,flask/app.py,8,3,11,0,Added class based views
dcf2198,2011-06-28T12:45:49+02:00,Armin Ronacher,flask/views.py,102,0,102,0,Added class based views
dcf2198,2011-06-28T12:45:49+02:00,Armin Ronacher,tests/flask_tests.py,37,0,37,0,Added class based views
7e6c70a,2011-06-27T09:23:31-04:00,Ron DuPlain,flask/blueprints.py,20,0,20,0,Add teardown request decorators to blueprints.
ccd5ced,2011-06-27T09:40:45+02:00,Armin Ronacher,flask/app.py,2,1,3,1,Chop of ports for session cookies.  This fixes #253
ccd5ced,2011-06-27T09:40:45+02:00,Armin Ronacher,tests/flask_tests.py,14,0,14,1,Chop of ports for session cookies.  This fixes #253
1e75775,2011-06-27T09:30:27+02:00,Armin Ronacher,flask/helpers.py,7,1,8,0,Expanded url_for docstring for blueprints
ea7a172,2011-06-27T09:20:50+02:00,Armin Ronacher,flask/wrappers.py,1,1,2,1,Test that dotted names work.  This fixes #258
ea7a172,2011-06-27T09:20:50+02:00,Armin Ronacher,tests/flask_tests.py,25,0,25,1,Test that dotted names work.  This fixes #258
85efa3f,2011-06-27T01:04:18+02:00,Armin Ronacher,scripts/flask-07-upgrade.py,48,17,65,0,Updated upgrade script to no longer change url_for that don't need to be changed
85efa3f,2011-06-27T01:04:18+02:00,Armin Ronacher,scripts/testproj/test.py,10,1,11,0,Updated upgrade script to no longer change url_for that don't need to be changed
874079b,2011-06-27T00:45:31+02:00,Armin Ronacher,flask/__init__.py,1,1,2,0,It's still dev :)
874079b,2011-06-27T00:45:31+02:00,Armin Ronacher,setup.py,1,1,2,0,It's still dev :)
bffe97b,2011-06-27T00:34:15+02:00,Armin Ronacher,scripts/make-release.py,12,0,12,0,Added version bumping
3d14654,2011-06-27T00:31:24+02:00,Armin Ronacher,flask/__init__.py,2,0,2,0,Added release script
3d14654,2011-06-27T00:31:24+02:00,Armin Ronacher,scripts/make-release.py,138,0,138,0,Added release script
ab6bac1,2011-06-26T21:34:27+02:00,Armin Ronacher,flask/ctx.py,12,6,18,0,Made it theoretically possible to hook into request matching
0e98a08,2011-06-25T12:26:07+02:00,Armin Ronacher,flask/app.py,7,1,8,0,Provide ways to override the url rule
7e55b50,2011-06-17T21:53:11+02:00,Armin Ronacher,examples/flaskr/flaskr_tests.py,1,0,1,0,Mention the TESTING flag in the docs
8617505,2011-06-17T20:27:25+02:00,Armin Ronacher,flask/blueprints.py,31,4,35,0,More docstrings for blueprints.
0fcbe0a,2011-06-17T03:42:11+02:00,Armin Ronacher,scripts/flask-07-upgrade.py,6,69,75,0,render_template calls no longer need changing for blueprints.  They need new paths though :(
37fab78,2011-06-17T03:39:49+02:00,Armin Ronacher,tests/blueprintapp/__init__.py,7,0,7,0,Added a migrated moduleapp as blueprint app
37fab78,2011-06-17T03:39:49+02:00,Armin Ronacher,tests/blueprintapp/apps/__init__.py,0,0,0,0,Added a migrated moduleapp as blueprint app
37fab78,2011-06-17T03:39:49+02:00,Armin Ronacher,tests/blueprintapp/apps/admin/__init__.py,13,0,13,0,Added a migrated moduleapp as blueprint app
37fab78,2011-06-17T03:39:49+02:00,Armin Ronacher,tests/blueprintapp/apps/frontend/__init__.py,8,0,8,0,Added a migrated moduleapp as blueprint app
37fab78,2011-06-17T03:39:49+02:00,Armin Ronacher,tests/flask_tests.py,33,3,36,0,Added a migrated moduleapp as blueprint app
e17e74d,2011-06-17T03:29:40+02:00,Armin Ronacher,flask/blueprints.py,15,3,18,0,Started work on testcases for blueprints
e17e74d,2011-06-17T03:29:40+02:00,Armin Ronacher,tests/flask_tests.py,21,0,21,0,Started work on testcases for blueprints
62d91d6,2011-06-17T02:45:57+02:00,Armin Ronacher,flask/app.py,6,1,7,0,More documentation updates
abe1378,2011-06-16T23:55:49+02:00,Armin Ronacher,flask/app.py,4,3,7,0,Chnaged a bunch of behavior in blueprints for it to be more flexible. Improved backwards compat.
abe1378,2011-06-16T23:55:49+02:00,Armin Ronacher,flask/blueprints.py,3,3,6,0,Chnaged a bunch of behavior in blueprints for it to be more flexible. Improved backwards compat.
abe1378,2011-06-16T23:55:49+02:00,Armin Ronacher,flask/helpers.py,6,5,11,0,Chnaged a bunch of behavior in blueprints for it to be more flexible. Improved backwards compat.
abe1378,2011-06-16T23:55:49+02:00,Armin Ronacher,flask/module.py,1,2,3,0,Chnaged a bunch of behavior in blueprints for it to be more flexible. Improved backwards compat.
abe1378,2011-06-16T23:55:49+02:00,Armin Ronacher,flask/templating.py,35,40,75,0,Chnaged a bunch of behavior in blueprints for it to be more flexible. Improved backwards compat.
abe1378,2011-06-16T23:55:49+02:00,Armin Ronacher,tests/flask_tests.py,1,1,2,0,Chnaged a bunch of behavior in blueprints for it to be more flexible. Improved backwards compat.
3d6e3e4,2011-06-08T10:59:32-04:00,Ron DuPlain,flask/blueprints.py,20,20,40,0,Replace 'module' with 'blueprint' in docstrings.
bfd6776,2011-06-07T15:32:44+02:00,Armin Ronacher,flask/blueprints.py,36,17,53,0,Started documentation for blueprints
bfd6776,2011-06-07T15:32:44+02:00,Armin Ronacher,scripts/testproj/test.py,14,13,27,0,Started documentation for blueprints
b4ffa4d,2011-06-06T10:10:10+02:00,Armin Ronacher,scripts/flask-07-upgrade.py,4,1,5,0,Allow name to be specified as the first parameter but with an explict name.
b4ffa4d,2011-06-06T10:10:10+02:00,Armin Ronacher,scripts/testproj/test.py,1,0,1,0,Allow name to be specified as the first parameter but with an explict name.
99bb902,2011-06-05T16:21:31+02:00,Armin Ronacher,scripts/flask-07-upgrade.py,7,3,10,1,Error handler deprecation
99bb902,2011-06-05T16:21:31+02:00,Armin Ronacher,scripts/testproj/test.py,5,0,5,1,Error handler deprecation
6094c85,2011-06-05T16:16:13+02:00,Armin Ronacher,scripts/flask-07-upgrade.py,1,1,2,0,Usage for the script
9770054,2011-06-05T16:11:17+02:00,Armin Ronacher,scripts/flask-07-upgrade.py,4,1,5,0,Started documenting the upgrade script
aa863ef,2011-06-05T16:00:19+02:00,Armin Ronacher,scripts/flask-07-upgrade.py,9,11,20,0,Don't scan the whole file contents for template detection
17d1ade,2011-06-05T14:37:57+02:00,Armin Ronacher,scripts/flask-07-upgrade.py,1,1,2,0,Alternative names for app
10104e9,2011-06-05T14:37:33+02:00,Armin Ronacher,scripts/flask-07-upgrade.py,2,1,3,0,app.modules -> app.blueprints
cbfacd8,2011-06-05T14:32:33+02:00,Armin Ronacher,scripts/flask-07-upgrade.py,5,0,5,0,Added disclaimer
670d2bc,2011-06-05T14:31:33+02:00,Armin Ronacher,scripts/testproj/test.py,30,0,30,0,Added test project I use for testing
6d072f0,2011-06-05T14:31:17+02:00,Armin Ronacher,scripts/flask-07-upgrade.py,100,17,117,0,Better control over template rendering calls
479e242,2011-06-05T13:53:40+02:00,Armin Ronacher,scripts/flask-07-upgrade.py,2,3,5,0,"Direct rewrites are unnecessary, constructor calls are enough"
5e91b0c,2011-06-05T13:52:40+02:00,Armin Ronacher,scripts/flask-07-upgrade.py,65,1,66,0,Import and some usage rewriting.
6dae36f,2011-06-05T13:19:28+02:00,Armin Ronacher,flask/helpers.py,7,4,11,0,Started work on an upgrade script for blueprints
6dae36f,2011-06-05T13:19:28+02:00,Armin Ronacher,scripts/flask-07-upgrade.py,171,0,171,0,Started work on an upgrade script for blueprints
1f31ec4,2011-06-05T10:32:00+02:00,Armin Ronacher,flask/app.py,9,0,9,1,Added documentation in update document for new error handling
f5ec995,2011-06-05T10:27:15+02:00,Armin Ronacher,flask/app.py,94,11,105,1,Added blueprint specific error handling
f5ec995,2011-06-05T10:27:15+02:00,Armin Ronacher,flask/blueprints.py,23,1,24,1,Added blueprint specific error handling
f5ec995,2011-06-05T10:27:15+02:00,Armin Ronacher,tests/flask_tests.py,60,0,60,1,Added blueprint specific error handling
8017feb,2011-05-30T15:06:32+02:00,Simon Sapin,flask/helpers.py,4,1,5,0,Don't fail for unicode filenames with send_file(add_etags=True)
db28217,2011-05-29T20:05:39+02:00,Armin Ronacher,flask/__init__.py,1,0,1,1,"Fixed a bug, view_args not values"
db28217,2011-05-29T20:05:39+02:00,Armin Ronacher,flask/app.py,1,1,2,1,"Fixed a bug, view_args not values"
4d6cd1a,2011-05-29T19:56:16+02:00,Armin Ronacher,flask/app.py,14,0,14,0,URL building should work in theory
4d6cd1a,2011-05-29T19:56:16+02:00,Armin Ronacher,flask/helpers.py,1,0,1,0,URL building should work in theory
